1,0,0,1,1,0.25,1.0,1
2,1,1,1,1,0.05,1.0,1
3,1,1,1,1,1.0,0.55,1
4,1,1,1,1,1.0,1.0,1
5,1,1,1,1,0.95,1.0,1
6,1,1,1,1,0.0,0.5,1
7,0,0,1,1,1.0,0.1,1
8,1,1,1,1,1.0,1.0,1
9,1,1,0,0,0.0,0.0,0
10,1,1,0,0,0.0,0.0,0
11,0,0,1,1,0.15,0.8,1
12,1,0,1,1,1.0,0.25,0
13,0,0,1,1,0.65,1.0,1
14,0,0,0,0,0.0,0.0,0
15,0,1,1,1,0.1,0.9,0
16,1,1,1,1,0.05,0.35,0
17,0,0,1,1,0.05,0.95,1
18,0,0,0,0,0.0,0.0,0
19,0,0,1,1,0.0,0.95,1
20,0,0,0,0,0.0,0.0,0
21,1,1,1,1,1.0,1.0,1
22,0,0,1,1,0.0,0.7,1
23,0,0,1,1,0.65,1.0,1
24,0,0,1,1,0.0,0.25,1
25,1,1,1,1,1.0,0.95,1
26,1,1,1,1,0.1,0.75,1
27,0,1,1,1,0.0,0.7,1
28,1,1,1,1,0.05,0.7,1
29,1,1,1,1,1.0,1.0,1
30,1,1,1,1,0.0,1.0,1
31,1,1,1,1,0.4,1.0,1
32,1,1,1,1,1.0,0.65,0
33,1,1,1,1,0.3,1.0,1
34,1,0,1,1,0.1,0.65,1
35,0,0,0,0,0.0,0.0,0
36,1,1,1,1,0.0,0.7,1
37,1,1,1,1,0.6,0.9,1
38,0,0,1,1,1.0,0.35,0
39,0,0,1,1,0.4,1.0,1
